HabitCode | MessageType | Slot | AgeGroup | Gender | Variant | Text

MHG02 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز بیشتر تمرین کردی.
MHG02 | P | ---  | ANY  | ANY | V2 | سه روز متوالی نفس عمیق داشتی 👏
MHG02 | P | ---  | ANY  | ANY | V3 | تمرکزت بهتر شده—نشونه پیشرفته.

MHG02 | T | MOR  | KID   | ANY | V1 | مثل بادکنک شکمتو پر کن؛ بعد خالی کن 🎈
MHG02 | T | NOON | TEEN  | ANY | V1 | وسط کلاس؟ چشماتو ببند، ۳ دم‌وبازدم یواش.
MHG02 | T | EVE  | YOUNG | F   | V1 | نفس عمیق = پوست و آرامش بهتر.
MHG02 | T | EVE  | YOUNG | M   | V1 | قبل تمرین یا کار سخت، نفس عمیق بکش.
MHG02 | T | PRE  | MID   | ANY | V1 | تنفس آرام قبل خواب، استرس کاری رو کم می‌کنه.
MHG02 | T | PRE  | OLD   | ANY | V1 | دم آهسته + بازدم طولانی، فشار خونتو پایین می‌آره.

MHG03 | T | MOR  | ANY  | ANY | V1 | صبح به یه چیز کوچیک فکر کن که بابتش ممنونی 🌞
MHG03 | T | MOR  | ANY  | ANY | V2 | امروز رو با یک دلیل برای شکرگزاری شروع کن.
MHG03 | T | MOR  | ANY  | ANY | V3 | اولین فکر مثبتت = یک شکرگزاری ساده.

MHG03 | T | NOON | ANY  | ANY | V1 | ظهره؛ امروز بابت چی لبخند زدی؟
MHG03 | T | NOON | ANY  | ANY | V2 | یه دقیقه وقت بذار و چیزی رو که داری یاد کن.
MHG03 | T | NOON | ANY  | ANY | V3 | شکرگزاری کوتاه وسط روز = انرژی مثبت.

MHG03 | T | AFT  | ANY  | ANY | V1 | بعدازظهر؟ چیزی پیدا کن که قدردانش باشی.
MHG03 | T | AFT  | ANY  | ANY | V2 | حتی لحظه‌های کوچیکم ارزش شکرگزاری دارن.
MHG03 | T | AFT  | ANY  | ANY | V3 | تو دفترچه‌ت یک نکته مثبت بنویس.

MHG03 | T | EVE  | ANY  | ANY | V1 | غروب؛ امروز چه کسی رو می‌خوای قدردانی کنی؟
MHG03 | T | EVE  | ANY  | ANY | V2 | یک پیام کوتاه تشکر بفرست.
MHG03 | T | EVE  | ANY  | ANY | V3 | به چیزی فکر کن که باعث شادی امروت شد.

MHG03 | T | PRE  | ANY  | ANY | V1 | قبل خواب سه چیز رو بنویس که قدردانشی 🌙
MHG03 | T | PRE  | ANY  | ANY | V2 | مرور مثبت‌ها باعث خواب راحت‌تر می‌شه.
MHG03 | T | PRE  | ANY  | ANY | V3 | ذهن پر از سپاس = آرامش شب.

MHG03 | E | ---  | ANY  | ANY | V1 | عالی! امروز نکات مثبتو یاد کردی 👏
MHG03 | E | ---  | ANY  | ANY | V2 | تمرکزت روی داشته‌هات بیشتر شد.
MHG03 | E | ---  | ANY  | ANY | V3 | همین تمرین کوچیک حالتو عوض کرد.

MHG03 | F | ---  | ANY  | ANY | V1 | جا افتاد؟ الان یک چیز کوچیکو به یاد بیار.
MHG03 | F | ---  | ANY  | ANY | V2 | حتی گفتن "خدایا ممنون" هم کافیه.
MHG03 | F | ---  | ANY  | ANY | V3 | فردا از یک جمله ساده شروع کن.

MHG03 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز بیشتر شکرگزاری کردی.
MHG03 | P | ---  | ANY  | ANY | V2 | سه روز متوالی سپاس‌گزاری داشتی 👏
MHG03 | P | ---  | ANY  | ANY | V3 | عادت دیدن نکات مثبت توی وجودت ساخته می‌شه.

MHG03 | T | MOR  | KID   | ANY | V1 | بابت اسباب‌بازی یا دوستات خوشحال باش 🎈
MHG03 | T | NOON | TEEN  | ANY | V1 | بین زنگا، بابت یه چیز کوچیک شکر کن.
MHG03 | T | EVE  | YOUNG | F   | V1 | پیام تشکر به دوست یا خانواده بفرست.
MHG03 | T | EVE  | YOUNG | M   | V1 | بابت فرصتی که امروز داشتی فکر کن.
MHG03 | T | PRE  | MID   | ANY | V1 | سه نکته مثبت کاری یا خانوادگی یادداشت کن.
MHG03 | T | PRE  | OLD   | ANY | V1 | بابت سلامتی و بودن در کنار خانواده سپاسگزار باش.

MHG04 | T | MOR  | ANY  | ANY | V1 | صبح چند خط بنویس: چه حسی داری؟
MHG04 | T | MOR  | ANY  | ANY | V2 | یک جمله کوتاه از حالِ امروزتو ثبت کن.
MHG04 | T | MOR  | ANY  | ANY | V3 | اولین فکر امروزتو یادداشت کن.

MHG04 | T | NOON | ANY  | ANY | V1 | ظهره؛ یک نکته از نیم‌روزتو بنویس.
MHG04 | T | NOON | ANY  | ANY | V2 | یه حس یا اتفاق کوچیکو ثبت کن.
MHG04 | T | NOON | ANY  | ANY | V3 | دفترت منتظر یه جمله ساده‌ست.

MHG04 | T | AFT  | ANY  | ANY | V1 | عصر چه چیزی توجهتو جلب کرد؟ بنویس.
MHG04 | T | AFT  | ANY  | ANY | V2 | دو خط درباره حس الان.
MHG04 | T | AFT  | ANY  | ANY | V3 | ذهنتو روی کاغذ سبک کن.

MHG04 | T | EVE  | ANY  | ANY | V1 | شب: بهترین لحظه امروز چی بود؟
MHG04 | T | EVE  | ANY  | ANY | V2 | یک نکته مثبت رو ثبت کن.
MHG04 | T | EVE  | ANY  | ANY | V3 | یک خاطره کوتاه از امشب بنویس.

MHG04 | T | PRE  | ANY  | ANY | V1 | قبل خواب: سه جمله درباره روزت بنویس.
MHG04 | T | PRE  | ANY  | ANY | V2 | دفترچه‌تو ببند با یک یادداشت کوتاه.
MHG04 | T | PRE  | ANY  | ANY | V3 | نوشتن = ذهن سبک‌تر برای خواب.

MHG04 | E | ---  | ANY  | ANY | V1 | عالی! امروز رو ثبت کردی 👏
MHG04 | E | ---  | ANY  | ANY | V2 | دفترچه‌ت پرتر شد—آفرین.
MHG04 | E | ---  | ANY  | ANY | V3 | خاطراتت ارزشمندن.

MHG04 | F | ---  | ANY  | ANY | V1 | جا افتاد؟ فقط یک جمله بنویس.
MHG04 | F | ---  | ANY  | ANY | V2 | حتی نوشتن یه کلمه هم کافیه.
MHG04 | F | ---  | ANY  | ANY | V3 | فردا از یک خط شروع کن.

MHG04 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز بیشتر نوشتی.
MHG04 | P | ---  | ANY  | ANY | V2 | سه روز متوالی نوشتن = عادت در حال ساخته شدن.
MHG04 | P | ---  | ANY  | ANY | V3 | دفترچه‌ت داره پر می‌شه—عالیه.

MHG04 | T | NOON | TEEN  | ANY | V1 | بین کلاس‌ها یک جمله توی دفترت بنویس.
MHG04 | T | EVE  | YOUNG | F   | V1 | امشب حساتو روی کاغذ بیار؛ آرامش بیشتر.
MHG04 | T | PRE  | MID   | ANY | V1 | نوشتن درباره کارهای امروز = ذهن سبک‌تر.
MHG04 | T | PRE  | OLD   | ANY | V1 | خاطرات روزانه = یادگار برای خانواده.

MHG05 | T | MOR  | ANY  | ANY | V1 | صبح کوتاه فکر کن: هفته پیش چه موفقیتی داشتی؟
MHG05 | T | MOR  | ANY  | ANY | V2 | یک دستاورد کوچیک یادآوری کن.
MHG05 | T | MOR  | ANY  | ANY | V3 | روزتو با یاد موفقیت شروع کن.

MHG05 | T | NOON | ANY  | ANY | V1 | ظهره؛ یک نکته موفقیت‌آمیز هفته‌تو مرور کن.
MHG05 | T | NOON | ANY  | ANY | V2 | چیزی که باعث افتخارت شد یادت بیار.
MHG05 | T | NOON | ANY  | ANY | V3 | یک دستاورد کوچیک اما مهم.

MHG05 | T | AFT  | ANY  | ANY | V1 | بعدازظهر، چه کاری رو خوب انجام دادی؟
MHG05 | T | AFT  | ANY  | ANY | V2 | یک نکته مثبت از عملکردت یاد کن.
MHG05 | T | AFT  | ANY  | ANY | V3 | یک موفقیت کوچک ثبت کن.

MHG05 | T | EVE  | ANY  | ANY | V1 | شب: بزرگ‌ترین موفقیت این هفته چی بود؟
MHG05 | T | EVE  | ANY  | ANY | V2 | به خودت افتخار کن بابت یه کار خوب.
MHG05 | T | EVE  | ANY  | ANY | V3 | لبخند بزن—موفقیت امروزتو یادت بیار.

MHG05 | T | PRE  | ANY  | ANY | V1 | قبل خواب، یک پیروزی کوچک رو ثبت کن.
MHG05 | T | PRE  | ANY  | ANY | V2 | مرور موفقیت = خواب باحال‌تر.
MHG05 | T | PRE  | ANY  | ANY | V3 | ذهنتو پر از لحظه‌های مثبت کن.

MHG05 | E | ---  | ANY  | ANY | V1 | آفرین! موفقیتاتو مرور کردی 👏
MHG05 | E | ---  | ANY  | ANY | V2 | توجه به پیشرفت، انرژی مثبت می‌ده.
MHG05 | E | ---  | ANY  | ANY | V3 | یادآوری موفقیت = اعتماد به نفس بیشتر.

MHG05 | F | ---  | ANY  | ANY | V1 | یادت رفت؟ الان یک نکته مثبت یاد کن.
MHG05 | F | ---  | ANY  | ANY | V2 | حتی یک کار کوچیکم ارزش داره.
MHG05 | F | ---  | ANY  | ANY | V3 | فردا دوباره امتحان کن.

MHG05 | P | ---  | ANY  | ANY | V1 | این هفته موفقیت‌هاتو بیشتر مرور کردی.
MHG05 | P | ---  | ANY  | ANY | V2 | ۲ هفته متوالی موفقیتاتو ثبت کردی 👏
MHG05 | P | ---  | ANY  | ANY | V3 | عادت مرور مثبت‌ها داره پایدار می‌شه.

MHG05 | T | AFT  | TEEN  | ANY | V1 | امروز تو درس یا ورزش چی خوب پیش رفت؟
MHG05 | T | EVE  | YOUNG | M   | V1 | موفقیت کاری یا شخصی امشب یاد کن.
MHG05 | T | PRE  | OLD   | ANY | V1 | لحظه‌ای از این هفته که خوشحالت کرد بنویس.

MHG06 | T | MOR  | ANY  | ANY | V1 | امروز یه هدف کوچیک انتخاب کن 🎯
MHG06 | T | MOR  | ANY  | ANY | V2 | فقط یک کار ساده برای امروزت بنویس.
MHG06 | T | MOR  | ANY  | ANY | V3 | هدف‌گذاری = شروع منظم‌تر.

MHG06 | T | NOON | ANY  | ANY | V1 | نیم‌روز؛ ببین هدفتو انجام دادی؟
MHG06 | T | NOON | ANY  | ANY | V2 | مرور هدف کوچیک = تمرکز بیشتر.
MHG06 | T | NOON | ANY  | ANY | V3 | یه یادآوری: مسیرتو چک کن.

MHG06 | T | AFT  | ANY  | ANY | V1 | بعدازظهر وقت داری؟ یک قدم به هدفت نزدیک شو.
MHG06 | T | AFT  | ANY  | ANY | V2 | نیمه دوم روز فرصت خوبیه برای اقدام.
MHG06 | T | AFT  | ANY  | ANY | V3 | تا الان چه‌قدر جلو رفتی؟

MHG06 | T | EVE  | ANY  | ANY | V1 | شب: وضعیت هدفت چطوره؟
MHG06 | T | EVE  | ANY  | ANY | V2 | اگه نرسیدی، قدم کوچیک آخر روز.
MHG06 | T | EVE  | ANY  | ANY | V3 | یک دقیقه مرور کن؛ چی موند؟

MHG06 | T | PRE  | ANY  | ANY | V1 | قبل خواب هدف فرداتو یادداشت کن.
MHG06 | T | PRE  | ANY  | ANY | V2 | فردا یک هدف کوچیک بهتره تا ۱۰ تا بزرگ.
MHG06 | T | PRE  | ANY  | ANY | V3 | با یک هدف مشخص بخواب؛ با انگیزه بیدار شو.

MHG06 | E | ---  | ANY  | ANY | V1 | عالی! هدفتو بهش رسیدی 👏
MHG06 | E | ---  | ANY  | ANY | V2 | تمرکزت نتیجه داد.
MHG06 | E | ---  | ANY  | ANY | V3 | کارت رو تکمیل کردی—آفرین.

MHG06 | F | ---  | ANY  | ANY | V1 | نشد؟ اشکال نداره؛ فردا کوچیک‌ترش کن.
MHG06 | F | ---  | ANY  | ANY | V2 | حتی نیم‌قدم هم ارزشمنده.
MHG06 | F | ---  | ANY  | ANY | V3 | مهم ثباته، نه کامل‌بودن.

MHG06 | P | ---  | ANY  | ANY | V1 | چند روز متوالی به هدف رسیدی—عالیه.
MHG06 | P | ---  | ANY  | ANY | V2 | امروز نسبت به دیروز منظم‌تر بودی.
MHG06 | P | ---  | ANY  | ANY | V3 | عادت هدف‌گذاری داره شکل می‌گیره.

MHG07 | T | MOR  | ANY  | ANY | V1 | صبح چند صفحه کتاب بخون 📖
MHG07 | T | MOR  | ANY  | ANY | V2 | قبل شروع کار، ۵ دقیقه مطالعه.
MHG07 | T | MOR  | ANY  | ANY | V3 | کتاب = بهترین قهوه ذهن.

MHG07 | T | NOON | ANY  | ANY | V1 | ظهره؛ ۲ صفحه بخون.
MHG07 | T | NOON | ANY  | ANY | V2 | وقت استراحتو با کتاب پر کن.
MHG07 | T | NOON | ANY  | ANY | V3 | یک خط هم مطالعه حسابه.

MHG07 | T | AFT  | ANY  | ANY | V1 | بعدازظهر وقت کوتاه؟ کتاب دستت بگیر.
MHG07 | T | AFT  | ANY  | ANY | V2 | مطالعه کوتاه انرژی ذهنی می‌ده.
MHG07 | T | AFT  | ANY  | ANY | V3 | صفحه جدید = ایده جدید.

MHG07 | T | EVE  | ANY  | ANY | V1 | شب چند دقیقه کتاب بخون.
MHG07 | T | EVE  | ANY  | ANY | V2 | یک فصل کوتاه برای امشب.
MHG07 | T | EVE  | ANY  | ANY | V3 | کتاب = رفیق خوب شب.

MHG07 | T | PRE  | ANY  | ANY | V1 | قبل خواب کتاب، نه گوشی.
MHG07 | T | PRE  | ANY  | ANY | V2 | چند صفحه کتاب = خواب عمیق‌تر.
MHG07 | T | PRE  | ANY  | ANY | V3 | کتاب آرامش‌بخش انتخاب کن.

MHG07 | E | ---  | ANY  | ANY | V1 | عالی! مطالعه امروزت ثبت شد 👏
MHG07 | E | ---  | ANY  | ANY | V2 | ذهنت با کتاب پرتر شد.
MHG07 | E | ---  | ANY  | ANY | V3 | یک قدم نزدیک‌تر به دانایی.

MHG07 | F | ---  | ANY  | ANY | V1 | نخوندی؟ الان دو خط بخون.
MHG07 | F | ---  | ANY  | ANY | V2 | حتی یک پاراگراف هم خوبه.
MHG07 | F | ---  | ANY  | ANY | V3 | فردا وقت مشخص بذار.

MHG07 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز بیشتر خوندی.
MHG07 | P | ---  | ANY  | ANY | V2 | سه روز متوالی مطالعه کردی 👏
MHG07 | P | ---  | ANY  | ANY | V3 | کتاب‌خونی داره به عادت تبدیل می‌شه.

MHG08 | T | MOR  | ANY  | ANY | V1 | صبح یک لغت جدید یاد بگیر 🌍
MHG08 | T | MOR  | ANY  | ANY | V2 | روزتو با تمرین کوتاه شروع کن.
MHG08 | T | MOR  | ANY  | ANY | V3 | یک مهارت کوچیک رو هر روز اضافه کن.

MHG08 | T | NOON | ANY  | ANY | V1 | نیم‌روز؛ یک تمرین کوچیک انجام بده.
MHG08 | T | NOON | ANY  | ANY | V2 | وقت استراحتو صرف مرور کن.
MHG08 | T | NOON | ANY  | ANY | V3 | یادگیری کوتاه ولی روزانه = موثر.

MHG08 | T | AFT  | ANY  | ANY | V1 | عصر وقت داری؟ یه تمرین مهارت انجام بده.
MHG08 | T | AFT  | ANY  | ANY | V2 | نیم ساعت تمرین، کافی‌ه.
MHG08 | T | AFT  | ANY  | ANY | V3 | تکرار کوتاه بعدازظهر عالیه.

MHG08 | T | EVE  | ANY  | ANY | V1 | شب؛ یک جمله یا تمرین جدید.
MHG08 | T | EVE  | ANY  | ANY | V2 | مرور شبانه خیلی تاثیرگذاره.
MHG08 | T | EVE  | ANY  | ANY | V3 | یک مهارت کوچیک به روزت اضافه کن.

MHG08 | T | PRE  | ANY  | ANY | V1 | قبل خواب مرور کن؛ فردا بهتر یادت می‌مونه.
MHG08 | T | PRE  | ANY  | ANY | V2 | یک کلمه یا نکته کوتاهو ثبت کن.
MHG08 | T | PRE  | ANY  | ANY | V3 | مرور کوتاه شب، یادگیری پایدار.

MHG08 | E | ---  | ANY  | ANY | V1 | عالی! امروز یک چیز جدید یاد گرفتی 👏
MHG08 | E | ---  | ANY  | ANY | V2 | یادگیریت داره منظم می‌شه.
MHG08 | E | ---  | ANY  | ANY | V3 | مهارت جدید = اعتماد به نفس بیشتر.

MHG08 | F | ---  | ANY  | ANY | V1 | امروز نشد؟ فردا با یک دقیقه شروع کن.
MHG08 | F | ---  | ANY  | ANY | V2 | حتی یک کلمه هم ارزشمنده.
MHG08 | F | ---  | ANY  | ANY | V3 | ادامه بده؛ وقفه کوتاه اشکال نداره.

MHG08 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز بیشتر یاد گرفتی.
MHG08 | P | ---  | ANY  | ANY | V2 | سه روز متوالی تمرین داشتی 👏
MHG08 | P | ---  | ANY  | ANY | V3 | عادت یادگیریت داره پایدار می‌شه.

MHG09 | T | MOR  | ANY  | ANY | V1 | امروز یک جلسه آموزشی رو شروع کن 🎓
MHG09 | T | MOR  | ANY  | ANY | V2 | ۱۵ دقیقه آموزش = سرمایه‌گذاری روی خودت.
MHG09 | T | MOR  | ANY  | ANY | V3 | صبح ذهن بازتره؛ یک درس کوتاه ببین.

MHG09 | T | NOON | ANY  | ANY | V1 | ظهر وقت داری؟ نیم‌جلسه دوره برو.
MHG09 | T | NOON | ANY  | ANY | V2 | وقت استراحت = یک ویدیو آموزشی کوتاه.
MHG09 | T | NOON | ANY  | ANY | V3 | یک نکته جدید یاد بگیر.

MHG09 | T | AFT  | ANY  | ANY | V1 | عصر انرژی داری؟ یک بخش دیگه دوره ببین.
MHG09 | T | AFT  | ANY  | ANY | V2 | مرور کوتاه درس امروز عالیه.
MHG09 | T | AFT  | ANY  | ANY | V3 | مهارتت داره ارتقا پیدا می‌کنه.

MHG09 | T | EVE  | ANY  | ANY | V1 | شب وقت آزاد؟ نیم‌فصل جدیدو شروع کن.
MHG09 | T | EVE  | ANY  | ANY | V2 | آموزش شبانه هم آرامش‌بخشه.
MHG09 | T | EVE  | ANY  | ANY | V3 | یک نکته جدید قبل شام یاد بگیر.

MHG09 | T | PRE  | ANY  | ANY | V1 | قبل خواب یک مرور سریع از درس داشته باش.
MHG09 | T | PRE  | ANY  | ANY | V2 | یادداشت کوتاه از آموخته‌ها بنویس.
MHG09 | T | PRE  | ANY  | ANY | V3 | مرور شب = ماندگاری بیشتر یادگیری.

MHG09 | E | ---  | ANY  | ANY | V1 | عالی! یک قدم به مهارت جدید نزدیک شدی 👏
MHG09 | E | ---  | ANY  | ANY | V2 | پیشرفتت مشهوده—دمت گرم.
MHG09 | E | ---  | ANY  | ANY | V3 | خودتو ارتقا دادی.

MHG09 | F | ---  | ANY  | ANY | V1 | نرسیدی؟ فردا فقط ۱۰ دقیقه بگذار.
MHG09 | F | ---  | ANY  | ANY | V2 | حتی مرور یک اسلاید هم کافیه.
MHG09 | F | ---  | ANY  | ANY | V3 | وقفه کوتاه اشکال نداره.

MHG09 | P | ---  | ANY  | ANY | V1 | امروز یک بخش کامل کردی—عالیه.
MHG09 | P | ---  | ANY  | ANY | V2 | دو هفته متوالی در حال پیشرفتی.
MHG09 | P | ---  | ANY  | ANY | V3 | مهارتت داره پایدارتر می‌شه.

MHG10 | T | MOR  | ANY  | ANY | V1 | روزتو با نوشتن برنامه شروع کن 📝
MHG10 | T | MOR  | ANY  | ANY | V2 | سه کار مهم امروزتو مشخص کن.
MHG10 | T | MOR  | ANY  | ANY | V3 | برنامه داشتن = ذهن آزادتر.

MHG10 | T | NOON | ANY  | ANY | V1 | نیم‌روز؛ برنامه‌تو مرور کن.
MHG10 | T | NOON | ANY  | ANY | V2 | اگر نیاز بود، کارهاتو اولویت‌بندی کن.
MHG10 | T | NOON | ANY  | ANY | V3 | تنظیم مجدد = کارآمدی بیشتر.

MHG10 | T | AFT  | ANY  | ANY | V1 | عصره؛ وضعیت برنامه‌تو بسنج.
MHG10 | T | AFT  | ANY  | ANY | V2 | یک قدم دیگه جلو برو.
MHG10 | T | AFT  | ANY  | ANY | V3 | تا الان چی انجام دادی؟

MHG10 | T | EVE  | ANY  | ANY | V1 | شب برنامه رو جمع‌بندی کن.
MHG10 | T | EVE  | ANY  | ANY | V2 | دو کار مونده؟ فردا منتقلش کن.
MHG10 | T | EVE  | ANY  | ANY | V3 | یک نگاه آخر به لیستت بنداز.

MHG10 | T | PRE  | ANY  | ANY | V1 | قبل خواب کارای فردا رو یادداشت کن.
MHG10 | T | PRE  | ANY  | ANY | V2 | برنامه فردا = آرامش ذهنی.
MHG10 | T | PRE  | ANY  | ANY | V3 | نوشتن لیست فردا، خوابتو راحت‌تر می‌کنه.

MHG10 | E | ---  | ANY  | ANY | V1 | عالی! امروز برنامه‌تو اجرا کردی 👏
MHG10 | E | ---  | ANY  | ANY | V2 | منظم‌تر از دیروز بودی.
MHG10 | E | ---  | ANY  | ANY | V3 | برنامه‌ریزی نتیجه داد.

MHG10 | F | ---  | ANY  | ANY | V1 | کامل نشد؟ اشکالی نداره—فردا ادامه بده.
MHG10 | F | ---  | ANY  | ANY | V2 | یک بخش کوچیک هم ارزش داره.
MHG10 | F | ---  | ANY  | ANY | V3 | مهم ثباته، نه بی‌نقص بودن.

MHG10 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز منظم‌تر بودی.
MHG10 | P | ---  | ANY  | ANY | V2 | چند روز پیاپی برنامه‌ریزی کردی—عالیه.
MHG10 | P | ---  | ANY  | ANY | V3 | این عادت پایدار می‌شه.

MHG11 | T | MOR  | ANY  | ANY | V1 | صبح آخر هفته؛ کارای انجام‌شده رو مرور کن ✅
MHG11 | T | MOR  | ANY  | ANY | V2 | یک لیست کوتاه از موفقیت‌های هفته بنویس.
MHG11 | T | MOR  | ANY  | ANY | V3 | مرورتو از صبح شروع کن.

MHG11 | T | NOON | ANY  | ANY | V1 | ظهر؛ نیم‌ساعت مرور هفته.
MHG11 | T | NOON | ANY  | ANY | V2 | نکات مثبت/منفی هفته رو یادداشت کن.
MHG11 | T | NOON | ANY  | ANY | V3 | یک درس مهم از هفته انتخاب کن.

MHG11 | T | AFT  | ANY  | ANY | V1 | بعدازظهر؛ یک جمع‌بندی کلی کن.
MHG11 | T | AFT  | ANY  | ANY | V2 | گزارش کوتاه برای خودت بنویس.
MHG11 | T | AFT  | ANY  | ANY | V3 | مرور عصرگاهی = درک بهتر مسیر.

MHG11 | T | EVE  | ANY  | ANY | V1 | شب؛ هفته‌تو ببند.
MHG11 | T | EVE  | ANY  | ANY | V2 | فردا رو بر اساس مرور امشب بچین.
MHG11 | T | EVE  | ANY  | ANY | V3 | آخرین نگاه به هفته.

MHG11 | T | PRE  | ANY  | ANY | V1 | قبل خواب، دستاوردهای هفته رو مرور کن.
MHG11 | T | PRE  | ANY  | ANY | V2 | ذهن آروم‌تر با جمع‌بندی هفتگی.
MHG11 | T | PRE  | ANY  | ANY | V3 | هفته‌تو با قدردانی ببند.

MHG11 | E | ---  | ANY  | ANY | V1 | عالی! هفته‌تو مرور کردی 👏
MHG11 | E | ---  | ANY  | ANY | V2 | تجربه‌هات ارزشمندتر شدن.
MHG11 | E | ---  | ANY  | ANY | V3 | کارت عالیه؛ آماده هفته بعدی هستی.

MHG11 | F | ---  | ANY  | ANY | V1 | جا افتاد؟ فردا نیم‌ساعت بذار.
MHG11 | F | ---  | ANY  | ANY | V2 | حتی مرور کوتاه هم خوبه.
MHG11 | F | ---  | ANY  | ANY | V3 | هفته بعد جبران کن.

MHG11 | P | ---  | ANY  | ANY | V1 | چند هفته متوالی مرور کردی—عالیه.
MHG11 | P | ---  | ANY  | ANY | V2 | امروز نسبت به هفته قبل دقیق‌تر بودی.
MHG11 | P | ---  | ANY  | ANY | V3 | عادت مرور داره شکل می‌گیره.

MHG12 | T | MOR  | ANY  | ANY | V1 | صبحو بدون گوشی شروع کن 📵
MHG12 | T | MOR  | ANY  | ANY | V2 | به جای شبکه اجتماعی، یک لیوان آب یا کتاب.
MHG12 | T | MOR  | ANY  | ANY | V3 | اولین ساعت روز = بدون اسکرول.

MHG12 | T | NOON | ANY  | ANY | V1 | وقت ناهار؛ گوشی رو کنار بذار.
MHG12 | T | NOON | ANY  | ANY | V2 | نیم‌روز = استراحت از اسکرین.
MHG12 | T | NOON | ANY  | ANY | V3 | یک وعده غذا بدون چک‌کردن گوشی.

MHG12 | T | AFT  | ANY  | ANY | V1 | عصره؛ ۳۰ دقیقه بدون گوشی امتحان کن.
MHG12 | T | AFT  | ANY  | ANY | V2 | اسکرین‌تایمتو کنترل کردی؟
MHG12 | T | AFT  | ANY  | ANY | V3 | زمان آزاد = انرژی آزاد.

MHG12 | T | EVE  | ANY  | ANY | V1 | شب = وقت خانواده، گوشی کنار.
MHG12 | T | EVE  | ANY  | ANY | V2 | قبل شام موبایلو کنار بذار.
MHG12 | T | EVE  | ANY  | ANY | V3 | آرامش شب با کمتر اسکرول.

MHG12 | T | PRE  | ANY  | ANY | V1 | قبل خواب حداقل ۳۰ دقیقه بدون گوشی.
MHG12 | T | PRE  | ANY  | ANY | V2 | نور موبایل خوابو خراب می‌کنه؛ بذارش کنار.
MHG12 | T | PRE  | ANY  | ANY | V3 | خاموشی گوشی = آرامش ذهن.

MHG12 | E | ---  | ANY  | ANY | V1 | عالی! موبایلو مدیریت کردی 👏
MHG12 | E | ---  | ANY  | ANY | V2 | زمان آزاد بیشتری داشتی.
MHG12 | E | ---  | ANY  | ANY | V3 | ذهن آروم‌تر شد—دمت گرم.

MHG12 | F | ---  | ANY  | ANY | V1 | زیاد استفاده کردی؟ فردا زمانشو کم کن.
MHG12 | F | ---  | ANY  | ANY | V2 | حتی ۱۰ دقیقه کمتر هم ارزشمنده.
MHG12 | F | ---  | ANY  | ANY | V3 | یک قدم کوچیک برای مدیریت فردا.

MHG12 | P | ---  | ANY  | ANY | V1 | امروز کمتر از دیروز آنلاین بودی.
MHG12 | P | ---  | ANY  | ANY | V2 | سه روز متوالی اسکرین‌تایمت کمتر شد 👏
MHG12 | P | ---  | ANY  | ANY | V3 | داری به تعادل می‌رسی.

MHG13 | T | MOR  | ANY  | ANY | V1 | صبح وقت داری؟ سرگرمی مورد علاقه‌تو انجام بده.
MHG13 | T | MOR  | ANY  | ANY | V2 | روزتو با موسیقی/نقاشی شروع کن.
MHG13 | T | MOR  | ANY  | ANY | V3 | سرگرمی سالم = ذهن شادتر.

MHG13 | T | NOON | ANY  | ANY | V1 | ظهر یکم وقت بذار برای سرگرمی.
MHG13 | T | NOON | ANY  | ANY | V2 | وقت استراحتت = سرگرمی مفید.
MHG13 | T | NOON | ANY  | ANY | V3 | بازی/هنر کوچیک برای تنوع.

MHG13 | T | AFT  | ANY  | ANY | V1 | عصر بهترین زمان سرگرمیه.
MHG13 | T | AFT  | ANY  | ANY | V2 | ذهنت خسته‌ست؟ سرگرمی انرژی می‌ده.
MHG13 | T | AFT  | ANY  | ANY | V3 | نیم‌ساعت تفریح مفید داشته باش.

MHG13 | T | EVE  | ANY  | ANY | V1 | شب = وقت سرگرمی خانوادگی.
MHG13 | T | EVE  | ANY  | ANY | V2 | سرگرمی گروهی انرژی می‌ده.
MHG13 | T | EVE  | ANY  | ANY | V3 | امروز چی سرگرمت کرد؟

MHG13 | T | PRE  | ANY  | ANY | V1 | قبل خواب سرگرمی آروم انتخاب کن.
MHG13 | T | PRE  | ANY  | ANY | V2 | مطالعه یا موسیقی ملایم؟
MHG13 | T | PRE  | ANY  | ANY | V3 | پایان شب با سرگرمی آرام.

MHG13 | E | ---  | ANY  | ANY | V1 | عالی! سرگرمی مفید داشتی 👏
MHG13 | E | ---  | ANY  | ANY | V2 | کارت ذهنی تازه شد.
MHG13 | E | ---  | ANY  | ANY | V3 | انرژی مثبت گرفتی.

MHG13 | F | ---  | ANY  | ANY | V1 | وقت نشد؟ حتی ۵ دقیقه سرگرمی هم خوبه.
MHG13 | F | ---  | ANY  | ANY | V2 | فردا جای کوچیکی براش باز کن.
